Published Date,Title,Views,Likes,Tags
2022-07-21T17:30:02Z,Mi plan de entrenamiento ULTRAPERSONALIZADO,6170,452,"['Apps running iPhone', 'Apps deporte', 'Apps entrenamiento', 'entrenamiento media maratón', 'entrenamiento running', 'Apple Watch para runners', 'Apple Watch para correr', 'INDYA App', 'INDYA', 'alimentación correr', 'tecnología', 'plan de entrenamiento', 'soriano tech', 'Apple Watch']"
2022-07-12T16:30:05Z,Cómo escribir MÁS RÁPIDO,9266,644,[]
2022-07-07T18:00:12Z,"Notion, 10 trucos SÚPER ÚTILES (para principiantes)",40140,1868,"['notion como usar', 'notion como funciona', 'notion como organizar', 'organizarse con notion', 'notion para Mac', 'notion para que sirve', 'notion vs evernote', 'notion', 'notion app', 'notion ideas', 'notion para estudiantes', 'notion para empresas', 'notion para profesores', 'crear listas en notion', 'notion paginas', 'plantillas de notion', 'soriano tech', 'productividad', 'tecnología', 'notion organización', 'notion set up', 'notion trucos']"
2022-07-01T18:04:34Z,Mi SISTEMA DE PRODUCTIVIDAD para el día a día,16789,1035,"['soriano tech', 'maria soriano', 'desarollo personal', 'productividad', 'cómo ser productivo', 'cómo ser más productivo', 'motivación', 'emprender', 'trabajar mejor', 'trabajar desde casa', 'crecimiento personal', 'técnica pomodoro', 'tecnología', 'apps productividad']"
2022-06-28T16:30:07Z,Qué tengo en mi iPad Air? (2022),28302,1064,"['Apps para iPad', 'Apps para iPhone', 'iPad', 'iPad Pro', 'iPad Air', 'iPad Air 5', 'iPad Air 2022', 'iPad Pro 2022', 'Apps iPad', 'Apple', 'Apple iPad', 'tecnología', 'soriano tech', 'soriano tech iPad']"
2022-06-24T17:30:04Z,Cómo tomo Notas en el iPad con el Apple Pencil (qué App utilizo y trucos),36366,1342,"['tomar notas en el iPad', 'notas iPad', 'Apple Pencil', 'tomar notas Apple Pencil', 'Apple Pencil iPad', 'iPad Air', 'iPad Pro', 'iPad Mini', 'Apps para tomar notas en iPad', 'mejores Apps iPad', 'trucos iPad', 'tomar notas a maco iPad', 'apuntes con el iPad', 'tomar apuntes con el iPad', 'iPad para apuntes', 'iPad para la universidad', 'iPad para estudiar', 'tecnología', 'productividad', 'iPad', 'Apple', 'soriano tech', 'GoodNotes', 'GoodNotes App']"
2022-06-21T17:30:01Z,La ÚNICA App de PRODUCTIVIDAD que necesitas para tu Mac,10028,507,"['apps productividad Mac', 'productividad Mac', 'MacBook Air M2', 'productividad apps', 'apps de productividad', 'mejores apps mac', 'mejores apps macbook air', 'apps para mac', 'apple apps', 'setapp', 'productividad setapp', 'mejores apps de setapp', 'productividad', 'tecnología', 'apple', 'soriano tech', 'macbook pro', 'tecnología y productividad', 'trabajar en el Mac']"
2022-06-18T17:15:38Z,Dos meses usando este TECLADO MECÁNICO,14363,606,"['teclado mecánico', 'teclados mecánicos', 'NuPhy', 'NuPhy Air', 'NuPhy Air 75', 'mejor teclado mecánico para programar', 'mejor teclado mecánico', 'teclado mecánico gaming', 'nuphy', 'teclados para Mac', 'mejor teclado para Mac', 'teclado mecánico para Mac', 'teclados inalámbricos', 'brown switches', 'nuphy air review', 'soriano tech', 'tecnología', 'productividad']"
2022-06-16T17:30:02Z,Cómo crear vídeos animados para YouTube,10222,434,"['como crear videos animados', 'doratoon', 'videos animados', 'comocrearvideosanimados', 'videos animados youtube', 'tutorial', 'pontow', 'animacion', 'crear videos animados', 'videos para youtube', 'videos animados para youtube', 'videos', 'youtube', 'videos en youtube sin mostrar la cara', 'youtube animaciones', 'soriano tech', 'tecnología']"
2022-06-14T16:30:44Z,"Nintendo Switch, Mis ACCESORIOS FAVORITOS",9768,563,"['accesorios nintendo switch', 'nintendo switch', 'accesorios para nintendo switch', 'nintendo switch lite', 'nintendo switch OLED', 'nintendo switch accesorios', 'nintendo switch juegos', 'conectar nintendo switch a Mac', 'conectar nintendo switch a PC', 'nintendo switch v2', 'nintendo switch v1', 'nintendo switch zelda', 'nintendo', 'tecnología', 'videojuegos', 'soriano tech', 'mando para nintendo', 'mando para nintendo switch', 'nintendo switch aesthetics']"
2022-06-13T12:02:36Z,"iOS 16, nueva pantalla de bloqueo 🌼🫧 #shorts #iphone #ios16 #apple",7120,337,[]
2022-06-12T16:30:06Z,"iMessage, 8 trucos SÚPER ÚTILES en iOS 16",16320,958,"['iMessage', 'App Mensajes', 'iMessage como usar', 'iMessage trucos', 'iMessage iOS 16', 'iOS16 trucos', 'iOS 16', 'iMessage para qué sirve', 'iMessage con efectos', 'iMessage vs WhatsApp', 'iMessage borrar mensajes', 'iMessage Apple', 'iMessage iPhone', 'iMessage hacs', 'iMessage qué es', 'Apple', 'Tecnología', 'iPhone', 'Soriano Tech']"
2022-06-09T17:00:22Z,"iPad, 10 trucos para mejorar la PRODUCTIVIDAD",80719,3511,"['ipad productividad', 'productividad ipad', 'ipad trucos', 'ipad air', 'ipad pro', 'ipad mini', 'ipad apple', 'ipad ios', 'ipad lapiz', 'ipad y apple pencil', 'trucos para el ipad', 'control universal ipad', 'multitarea ipad', 'ipad', 'apple', 'tecnología', 'soriano tech', 'trabajar con el ipad', 'ipad air 4']"
2022-06-07T17:00:21Z,"iOS 16, todas las novedades",12714,880,"['iOS 16', 'iOS16', 'ios', 'cuando sale ios 16', 'ios 16 dispositivos compatibles', 'apple', 'iphone ios', 'apple ios', 'iPhone con iOS 16', 'ios para iphone', 'ios beta', 'ios apple', 'tecnología', 'soriano tech']"
2022-06-03T17:00:10Z,Notion para hábitos y rutinas (SÚPER FÁCIL),93065,3960,"['hábitos y rutinas', 'App Notion', 'Notion habit tracker', 'hábitos atómicos', 'seguimiento de hábitos en Notion', 'habit tracker', 'Notion hábitos', 'Notion hábitos y rutinas', 'tutorial Notion', 'hábitos exitosos', 'Notion plantillas', 'hábitos', 'Notion App', 'Notion ideas', 'Notion hq', 'tutorial de Notion', 'cómo usar Notion', 'productividad', 'tecnología', 'soriano tech', 'Notion']"
2022-06-01T17:00:25Z,6 Juegos para tu iPhone,13017,675,"['mejores juegos iPhone', 'juegos favoritos iPhone', 'juegos para iPhone', 'iPhone juegos', 'juegos iPhone Arcade', 'juegos iPhone estrategia', 'juegos iPhone gratis', 'juegos iPhone relajantes', 'juegos iPhone top', 'juegos habilidad iPhone', 'juegos aventura iPhone', 'los mejores juegos para iPhone', 'los mejores juegos para Apple', 'Apple Arcade', 'Apple Arcade 2022', 'tecnología', 'juegos', 'Apple', 'iPhone', 'soriano tech']"
2022-05-29T16:00:01Z,Qué tengo en mi MacBook Pro? (2022),14691,681,"['tecnología', 'Apple', 'Mac', 'MacBook Pro', 'MacBook', 'top apps Mac', 'apps Mac', 'mejores Apps Mac', 'setapp', 'mejores aplicaciones macos', 'que tengo en mi mac', 'que apps tengo en mi mac', 'apps imprescindibles mac', 'macos', 'programas mac', 'portátil apple', 'soriano tech macbook', 'soriano tech']"
2022-05-26T17:04:14Z,Qué llevo en mi mochila? (vlog de viaje),15440,874,"['mochila tech', 'qué llevo en mi mochila', 'mochila estudiantes', 'mochila universidad', 'mochila', 'mochila YouTube', 'MacBook Pro', 'tecnología', 'Nintendo Switch Lite', 'accesorios de tecnología', 'tecnología de viaje', 'soriano tech', 'vlogs', 'vlogs en español']"
2022-05-19T17:00:32Z,Un día conmigo,10385,812,"['un día conmigo', 'vlog', 'bvlog', 'vblog', 'daily vlog', 'vlog en espaÑol', 'blogs en espaÑol', 'vlog un día conmigo', 'vlog mayo', 'soriano tech vlog', 'soriano tech', 'junior data analyst', 'ciencia de datos', 'data analyst']"
2022-05-12T18:00:13Z,Accesorios IMPRESCINDIBLES para iPad,54375,2174,"['iPad', 'iPad Air', 'iPad accesorios', 'iPad Air 4', 'iPad Air 5', 'iPad accesorios imprescindibles', 'accesorios iPad', 'accesorios iPad air', 'iPad vs Mac', 'iPad lapiz', 'iPad teclado', 'iPad monitor externo', 'iPad mini', 'iPad Pro', 'soriano tech', 'soriano tech iPad', 'tecnología', 'iPad para estudiantes', 'accesorios']"
2022-05-06T17:00:31Z,"App Salud 10, trucos SÚPER útiles en iOS 15",31424,876,"['app salud', 'app salud trucos', 'como funciona la app salud iphone', 'trucos apple', 'como eliminar app salud iphone', 'app salud sin datos', 'app salud iphone', 'app salud apple', 'apple apps', 'productividad', 'tecnologia', 'soriano tech', 'apple', 'apps', 'iOS 15', 'iOS15', 'app salud iOS15']"
2022-05-03T16:30:00Z,Unboxing de Accesorios para la Nintendo Switch 🔥,10467,585,"['nintendo switch accesorios', 'nintendo switch', 'accesorios para nintendo switch', 'accesorios para la nintendo switch', 'decorando la nintendo switch', 'nintendo switch lite', 'nintendo switch juegos', 'nintendo switch v1', 'nintendo switch v2', 'nintendo switch animal crossing', 'nintendo juegos', 'nintendo', 'soriano tech', 'juegos nintendo switch', 'tecnologia']"
2022-04-27T18:32:28Z,Apps de PRODUCTIVIDAD para iPhone,17482,796,"['Apps para iPhone', 'Apps de productividad', 'Apps productividad', 'Apps productividad iPhone', 'mejores Apps para iPhone', 'apps iphone productividad', 'apps esenciales iphone', 'apps iphone trabajo', 'apps iphone ipad', 'apps iphone13', 'top apps iphone', 'apps de iphone', 'apps iphone gratis', 'productividad', 'tecnologia', 'soriano tech']"
2022-04-21T18:31:15Z,"Apple Pencil, es IMPRESCINDIBLE para el iPad? ✏️",14676,694,"['Apple Pencil para iPad', 'Apple Pencil iPad', 'como usar Apple Pencil', 'Apple Pencil', 'que Apple Pencil comprar', 'Apple Pencil para iPad Air', 'Apple Pencil con iPad', 'Apple Pencil y iPad', 'Apple Pencil para que sirve', 'Apple Pencil Apple', 'Apple Pencil opiniones', 'Apple Pencil que es', 'Apple Pencil tips', 'Apple Pencil vale la pena', 'Apple', 'tecnologia', 'productividad', 'soriano tech', 'Apple estudiantes']"
2022-04-16T17:00:11Z,Notion para ESTUDIANTES 10 trucos SÚPER útiles,38781,2025,"['Notion estudiantes', 'Notion para estudiantes', 'Notion trucos', 'Notion ideas', 'app tareas', 'app organización', 'como usar Notion', 'Notion', 'Notion universidad', 'Notion tour', 'Notion app', 'cómo tomar apuntes', 'productividad', 'tecnología', 'soriano tech', 'plantillas notion para estudiantes', 'soriano tech notion', 'productividad estudiantes', 'productividad para estudiantes', 'notion tutorial', 'Notion modo oscuro']"
2022-04-07T16:00:15Z,Así es mi nuevo teclado mecánico | NuphyAir 75,20191,921,"['nuphy air 75', 'teclado nuphy', 'que teclado mecánico comprar', 'por que teclado mecánico', 'como funciona un teclado mecanico', 'sonido teclado mecanico', 'que es teclado mecanico', 'teclado mecanico para mac', 'teclado mecanico para programar', 'teclado mecanico gaming', 'teclado mecanico para Mac', 'teclado mecanico vs normal', 'teclado mecanico brown', 'sonido teclado nuphy', 'teclado mecanico inalambrico', 'soriano tech', 'tecnologia', 'productividad', 'programacion']"
2022-03-26T18:00:12Z,Por qué estoy OUT?,9491,859,"['un dia conmigo', 'vlog', 'vblog', 'bootcamp data science', 'bootcamp', 'un dia conmigo data analytics', 'vlog en español', 'soriano tech', 'career breack', 'vlogs en español', 'análisis de datos', 'data analytics vlog', 'soriano tech vlogs', 'productividad', 'tecnología']"
2022-03-22T13:08:07Z,mi mañana en un #short ☕️👩🏽‍💻,6707,458,"['vlog', 'bvlog', 'shorts vlog', 'vlogging', 'shorts vloger', 'desk set up', 'data analyst day in the life', 'data analysis', 'student vlog', 'soriano tech', 'productivity']"
2022-03-06T18:00:17Z,Qué Nintendo Switch comprar en 2022?,35456,1483,"['nintendo switch', 'nintendo switch vale la pena', 'nintendo switch 2022', 'nintendo switch 2', 'nintendo switch o lite', 'nintendo switch o nintendo switch oled', 'nintendo switch vs lite', 'nintendo switch y animal crossing', 'nintendo switch lite', 'nintendo switch oled', 'nintendo switch v2', 'nintendo switch v1 vs v2', 'nintendo switch versiones', 'nintendo switch zelda', 'nintendo switch pokemon', 'nintendo', 'soriano tech', 'tecnología', 'videojuegos']"
2022-02-18T17:30:04Z,Cómo crear un Formulario en Notion,22154,780,"['notion primeros pasos', 'notion como usar', 'notion como funciona', 'notion como organizar', 'organizarse con notion', 'notion para Mac', 'notion para que sirve', 'notion vs evernote', 'notion', 'notion app', 'notion ideas', 'notion para estudiantes', 'notion para empresas', 'notion para profesores', 'notion paginas', 'plantillas de notion', 'soriano tech', 'productividad', 'tecnología', 'notion organización', 'formulario notion', 'notion newsletter', 'formulario', 'newsletter', 'tutoriales notion', 'notion tutoriales']"
2022-02-13T19:16:09Z,Me he mudado a Finlandia,15794,1195,"['vivir en Finlandia', 'finlandia turismo', 'finlandia trabajo', 'mudarse a Finlandia', 'qué hacer en Helsinki', 'vida en Finlandia', 'vlogs', 'bvlogs', 'vblogsquad', 'Finlandia', 'Helsinki', 'como es Finlandia', 'cosas que hacer en Finlandia', 'compro Pokemon Arceus', 'Pokemon Arceus vlog', 'Pokemon Arceus', 'tecnología', 'Nintendo Switch', 'soriano tech', 'life update']"
2022-02-09T18:31:01Z,"Cómo usar Notion, primeros pasos",437015,15819,"['notion primeros pasos', 'notion como usar', 'notion como funciona', 'notion como organizar', 'organizarse con notion', 'notion para Mac', 'notion para que sirve', 'notion vs evernote', 'notion', 'notion app', 'notion ideas', 'notion para estudiantes', 'notion para empresas', 'notion para profesores', 'crear listas en notion', 'notion paginas', 'plantillas de notion', 'soriano tech', 'productividad', 'tecnología', 'notion organización', 'notion set up']"
2022-02-07T19:55:58Z,Qué juegos tengo en mi Nintendo Switch? (2022),48300,2208,"['que tengo en mi Switch', 'que tengo en mi Nintendo Switch', 'nintendo switch animal crossing', 'nintendo switch amarilla', 'nintendo switch juegos', 'nintendo switch mejores juegos', 'nintendo switch lite', 'nintendo switch', 'nintendo switch oled', 'nintendo switch juegos 2022', 'nintendo switch lite juegos', 'nintendo switch youtube', 'nintendo switch pokemon', 'soriano tech', 'soriano tech nintendo', 'nintendo', 'tecnología', 'videojuegos']"
2022-02-05T18:00:12Z,Apps de PRODUCTIVIDAD para Mac,23131,1159,"['apps mac productividad', 'apps esenciales mac', 'apps mac trabajo', 'apps para mac gratis', 'apps mac ipad', 'apps macbook pro', 'apps macbook air', 'apps macbook', 'apps mac notas', 'apps para el mac', 'apps on mac', 'apps imprescindibles para mac', 'apps en mac', 'apps gratuitas mac', 'productividad en el mac', 'productividad', 'tecnología', 'apple', 'macbook apps', 'macbook air m1 apps', 'macbook pro apps', 'soriano tech apps']"
2022-02-03T18:00:11Z,Crear LISTAS DE TAREAS de forma EFICIENTE en Notion,39111,1604,"['listas de tareas', 'gestión de tareas', 'apps para hacer listas de tareas', 'listas de tareas eficientes', 'sistema de productividad', 'getting things done', 'eficiente', 'productividad y trabajo', 'app para lista de tareas', 'apps productividad', 'notion hacer listas', 'lista de tareas trabajo', 'como listas de tareas', 'como hacer to do list', 'todo list app', 'productividad', 'tecnología', 'App Notion', 'Notion', 'soriano tech', 'Notion primeros pasos']"
2022-02-01T18:45:50Z,Por qué usar una VPN en tu iPhone? 👀,41781,945,"['por que me sale VPN en mi iPhone', 'como configurar vpn iPhone', 'como funciona vpn en iPhone', 'vpn en iPhone para que sirve', 'usar VPN en iPhone', 'como usar VPN en iPhone', 'que es VPN iPhone', 'que es configuracion VPN iPhone', 'que significa VPN iPhone', 'vpn iPhone que es', 'VPN para iPhone', 'VPN iPhone como configurar', 'vpn iPhone App', 'VPN iPhone', 'VPN iPhone configurar', 'iPhone', 'Apple', 'tecnología', 'soriano tech', 'privacidad']"
2022-01-30T18:00:32Z,La función Control Universal de Apple es INCREÍBLE 🔥,25418,943,"['control universal Apple', 'universal control Apple', 'Mac OS Monterey', 'Mac OS Monterey novedades', 'productividad iPad', 'productividad en el trabajo', 'productividad laboral', 'productividad personal', 'usar el mismo ratón para iPad y Mac', 'usar mismos accesorios para iPad y Mac', 'usar teclado simultáneamente Mac y iPad', 'usar iPad y Mac a la vez', 'ver pantalla iPad y Mac a la vez', 'soriano tech', 'Apple', 'Mac OS', 'tecnología']"
2022-01-28T18:40:25Z,Calendario digital en el iPad con el Apple Pencil,16219,674,"['calendario digital', 'calendario app', 'calendario iOS', 'calendario digital app', 'iPad calendario', 'como usar calendario iPad', 'como organizar calendario iPad', 'App calendario para iPad', 'agenda calendario para iPad', 'calendario iPad Apple Pencil', 'calendarios iOS', 'mejor calendario para iPad', 'calendario para iPad', 'agenda valendario para iPad', 'calendario iPad agenda', 'calendario digital en iPad', 'calendario Google iPad', 'iPad', 'Apple', 'tecnología', 'soriano tech iPad', 'soriano tech']"
2022-01-26T18:00:02Z,Cuál es la mejor batería MagSafe para el iPhone?,24312,888,"['iphone magsafe', 'iphone magsafe batería', 'iphone 12 magsafe', 'iphone 13 magsafe', 'magsafe iphone que es', 'magsafer iphone para que sirve', 'magsafe power bank', 'iphone magsafe youtube', 'magsafe', 'iphone batería', 'como cargar el iphone', 'batería para iphone', 'anker batería iphone', 'iphone', 'apple', 'tecnología', 'soriano tech']"
2022-01-22T18:00:11Z,Apps de PRODUCTIVIDAD para el iPad,53815,2354,"['apps ipad productividad', 'apps esenciales ipad', 'apps ipad trabajo', 'apps esquemas ipad', 'apps para ipad gratis', 'apps ipad iphone', 'apps ipad mini', 'apps ipad air 5', 'apps ipad notas', 'apps para el ipad', 'apps on ipad', 'apps imprescindibles para ipad', 'apps en ipad', 'apps gratuitas ipad', 'apps ipad air', 'apps ipad', 'productividad en ipad', 'productividad', 'soriano tech', 'soriano tech apps', 'tecnología', 'apple']"
2022-01-20T18:00:19Z,App Casa - 10 trucos SÚPER útiles en iOS 15,26783,658,"['cual es la app casa', 'como usar app casa de iPhone', 'app casa trucos', 'como funciona app casa apple', 'homekit apple', 'como usar apple homekit', 'que es app casa', 'app casa', 'app casa iPhone', 'que es homekit de apple', 'homekit que es', 'homekit iOS 15', 'homekit como funciona', 'domótica apple', 'homekit', 'homekit app', 'homekit bombillas', 'accesorios inteligentes apple', 'homekit compatible', 'homekit de apple', 'homekit fuera de casa', 'homekit enchufe', 'homekit iphone', 'soriano tech', 'apple', 'tecnología']"
2022-01-15T18:00:17Z,¿Qué navegador usar en tu iPhone para mejorar la privacidad?,13811,829,"['iPhone navegador', 'navegador iPhone sin publicidad', 'mejor navegador iPhone', 'iPhone navegador internet', 'iPhone cambiar navegador por defecto', 'duckduckgo', 'duckduckgo como usar', 'duckduckgo en iPhone', 'duckduckgo como funciona', 'duckduckgo que tan seguro es', 'duckduckgo vs google', 'iPhone privacidad', 'duckduck go vs google', 'iPhone privacidad rastreo', 'privacidad iPhone configurar', 'iPhone privacidad anuncio', 'soriano tech', 'tecnología', 'apple']"
2022-01-11T18:46:20Z,Tomar notas en el iPad con el Apple Pencil,238138,7288,"['cómo tomar notas en el iPad', 'cómo tomar notas en el iPad con el Apple Pencil', 'App notas iPad', 'notas iPad como usar', 'notas para iPad', 'notas para iPad Pro', 'notas para iPad Mini', 'notas con iPad', 'notas en iPad Air', 'notas iOS iPad', 'notas a mano iPad', 'notas iPad', 'notas iPad dibujar', 'notas iPad pencil', 'lapiz notas iPad', 'notas manuscritas iPad', 'tomar notas iPad pencil', 'tutorial notas iPad', 'subrayar notas iPad', 'soriano tech', 'soriano tech notas iPad', 'apps ipad estudiantes']"
2022-01-08T18:00:00Z,iPhone 13 Mini - Mi experiencia de uso 3 meses después,156624,4170,"['iPhone 13 Mini', 'cual es el iPhone mini', 'como es el iPhone mini', 'iPhone mini', 'iPhone 12 mini como usar', 'iphone mini versus iphone 12', 'iphone mini versus iphone 13', 'iphone mini nuevo', 'iphone mini o SE', 'iphone mini dimensiones', 'iphone mini bateria', 'iphone mini que es', 'iphone mini tamaño', 'apple', 'iphone', 'apple iphone mini', 'iphone mini 12', 'iphone mini 13', 'tecnología', 'soriano tech iphone mini', 'soriano tech', 'soriano tech iphone']"
2022-01-05T18:00:09Z,10 trucos para iPhone (que tienes que saber),35156,2100,"['iphone trucos', 'iphone trucos secretos', 'iphone 10 trucos', 'iphone trucos iOS 14', 'iphone trucos iOS 15', 'trucos de iphone', 'trucos iphone', 'iphone trucos ocultos', 'trucos iphone se', 'trucos iphone 12', 'trucos iphone 13', 'trucos utiles iphone', 'iphone', 'apple', 'tecnología', 'soriano tech iphone', 'soriano tech']"
2021-12-31T16:00:34Z,Nintendo Switch OLED vs Normal vs Lite,27285,1270,"['nintendo switch lite vs normal', 'nintendo switch', 'switch OLED', 'switch lite', 'nintendo normal vs lite', 'nintendo switch OLED', 'switch lite fornite', 'switch oled gráficos', 'nintendo switch oled vs normal', 'juegos nintendo switch', 'switch lite pokemon', 'nintendo', 'qué nintendo comprar', 'switch oled', 'soriano tech nintendo', 'soriano tech nintendo switch', 'tecnología', 'nintendo switch juegos']"
2021-12-29T17:00:08Z,AirPods 2 vs 3 y Pro - cuál comprar?,7630,538,"['qué AirPods comprar', 'qué AirPods comprar en 2022', 'cual AirPods comprar', 'cual AirPods es mejor', 'AirPods vs Airpods Pro', 'AirPods 2 vs AirPods 3', 'AirPods o AirPods Pro', 'AirPods', 'AirPods 2', 'AirPods 3', 'AirPods Pro', 'AirPods Apple', 'AirPods de Apple', 'comparativa', 'Apple', 'tecnología', 'soriano tech', 'soriano tech airpods']"
2021-12-27T17:00:24Z,Safari - 10 trucos SÚPER útiles en iOS 15,16671,1023,"['Safari trucos', 'Safari iOS 15', 'Safari', 'App Safari iOS 15', 'Safari iPhone', 'Safari iOS', 'trucos Safari iPhone', 'trucos Safari iOS', 'trucos para Safari en iPhone', 'cómo usar Safari en iPhone', 'Safari trucos iPhone', 'Safari iPhone consejos', 'Apple Apps', 'trucos iOS 15', 'trucos Safari', 'Apple', 'iOS', 'iOS 15', 'tecnología', 'soriano tech', 'soriano tech apps']"
2021-12-22T17:00:19Z,"NUEVA Nintendo Switch OLED, review en español",11856,682,"['nintendo switch OLED novedades', 'nintendo switch OLED', 'nintendo switch', 'nintendo switch OLED pantalla', 'nintendo switch OLED opinión', 'nintendo switch OLED review en español', 'Nintendo', 'tecnología', 'soriano tech', 'soriano tech nintendo', 'nintendo switch oled review en español', 'nintendo español', 'nintendo review']"
2021-12-20T16:45:02Z,Mejores Apps para ESTUDIANTES en el iPad,25508,1221,"['mejores apps para estudiantes en el iPad', 'mejores apps para estudiantes', 'apps para estudiantes', 'iPad Apps', 'apps educativas estudiantes', 'apps para estudiar', 'apps para estudiantes apple', 'apps para estudiantes gratis', 'apps estudiantes ipad', 'apps para estudiantes ios', 'tecnología', 'iPad', 'Apple', 'soriano tech', 'soriano tech apps']"
2021-12-16T17:08:57Z,Nintendo Switch OLED - unboxing en español,14830,818,"['nintendo switch oled unboxing en español', 'nintendo switch unboxing', 'nueva nintendo switch', 'nueva nintendo switch oled', 'nintendo switch OLED', 'nintendo switch', 'nintendo switch OLED primeras impresiones', 'nintendo', 'tecnología', 'soriano tech', 'soriano tech nintendo', 'nintendo switch blanca', 'nintendo switch OLED blancca']"
2021-12-14T17:00:05Z,Vale la pena comprar un DRONE?,5713,372,"['por qué comprar un drone', 'comprar un drone', 'drone dji', 'dji mini 2', 'drone dji mini', 'drone dji mini 2', 'drone comprar', 'drone', 'fotografía aérea', 'volar un drone', 'drone principiantes', 'tecnología', 'soriano tech drone', 'soriano tech']"
2021-12-10T17:00:32Z,App Calendario - 15 trucos SÚPER útiles en iOS 15,146310,5002,"['App Calendario trucos', 'App Calendarios iOS', 'Calendario iOS', 'App Calendario iOS 15', 'Calendario iOS 15', 'App Calendario Apple', 'calendario Apple', 'Calendar App IOS', 'Calendarios iOS 15', 'Apple Apps', 'trucos iOS 15', 'trucos calendario', 'calendario', 'Apple', 'iOS', 'iOS 15', 'tecnología', 'soriano tech', 'soriano tech apps']"
2021-12-08T17:00:37Z,Mis gadgets favoritos de 2021,11413,824,"['mis gadgets favoritos de 2021', 'top 5 gadgets', 'top 5 gadgets favoritos', 'gadgets', 'mejores gadgets', 'tecnología', 'iPad Air', 'iPad Air 4', 'Apple', 'logitech', 'ratón logitech', 'mx master 3', 'Nintendo Switch', 'iPhone mini', 'iPhone 13 mini', 'soriano tech', 'soriano tech gadgets favoritos']"
2021-12-05T17:04:37Z,¿Qué tengo en mi iPhone 13 Mini?,51706,2062,"['qué tengo en mi iPhone 13 Mini', 'qué tengo en mi iPhone 13', 'qué tengo en mi iPhone', 'iPhone 13', 'iPhone 13 Mini', 'iPhone Apps', 'Apps para iPhone', 'personalizar iPhone 13', 'iOS Apps', 'Apple Apps', 'mejores Apps iPhone', 'Apple', 'iPhone', 'tecnología', 'soriano tech', 'soriano tech iPhone', 'en mi iPhone', 'que llevo en mi iPhone']"
2021-12-03T16:56:23Z,Mi Escritorio Tech,48605,2386,"['mi escritorio tech', 'escritorio tech apple', 'escritorio', 'escritorio youtube', 'escritorio apple', 'escritorio tech productividad', 'escritorio tech inteligente', 'smart desk set up', 'escritorio soriano tech', 'macbook escritorio', 'desk tech', 'mesa tech', 'escritorio tech edición vídeo', 'organizar escritorio', 'mesa techie', 'escritorio edición de vídeos', 'desk setup accesories', 'soriano tech']"
2021-11-30T18:00:15Z,Nintendo Switch - mi SET UP &quot;gamer&quot;,26883,1129,"['nintendo switch', 'nintendo switch lite', 'nintendo switch set up', 'nintendo switch en el Mac', 'nintendo switch PC', 'nintendo switch juegos', 'nintendo', 'nintendo switch dock', 'nintendo switch fortnite', 'nintendo switch accesorios']"
2021-11-27T17:30:02Z,HomePod Mini - TODOS LOS COLORES (unboxing),6082,379,"['homepod mini', 'homepod mini colores', 'homepod', 'homepod mini unboxing', 'homepod mini naranja', 'homepod mini azul', 'homepod mini amarillo', 'homepod colores', 'homepod apple', 'homepod blanco', 'homepod de apple', 'homepod mini opiniones', 'apple', 'tecnología', 'soriano tech']"
2021-11-24T17:53:46Z,Nintendo Switch - 5 Juegos GRATIS que valen la pena,130312,4694,"['nintendo switch juegos gratis', 'nintendo switch gratis', 'nintendo switch lite juegos', 'nintendo switch juegos', 'mejores juegos nintendo switch', 'juegos gratis nintendo', 'nintendo shop juegos', 'juegos nintendo eshop', 'juegos nintendo eshop gratis', 'juegos de nintendo', 'juegos nintendo lite', 'nintendo', 'nintendo switch', 'tecnología', 'soriano tech']"
2021-11-21T18:23:09Z,Apple Music - 10 trucos SÚPER útiles,46172,3067,"['Apple Music trucos', 'Apple Music', 'Apple Music o Spotify', 'Apple Music iOS 15', 'Apple Music calidad', 'Apple Music opiniones', 'Apple Music Dolby atmos', 'Apple Music que ofrece', 'Apple Music vs Spotify', 'Apple Music replay', 'Apple Music merece la pena', 'Apple Music España', 'Apple Music review español', 'Apple', 'Tecnología', 'Apple Music Airpods', 'soriano tech']"
2021-11-19T17:54:49Z,"iPad Air con teclado Magic Keyboard, mi opinión 💸 🥵",60753,1352,"['iPad teclado', 'iPad Air teclado', 'iPad Air', 'iPad Air Magic Keyboard', 'Magic Keyboard', 'teclado Magic Keyboard', 'teclado', 'iPad Air 4th gen', 'iPad Air 4', 'teclado para iPad', 'iPad y teclado', 'mejor teclado para iPad', 'iPad', 'Apple', 'tecnología', 'soriano tech', 'iPad en español']"
2021-11-17T17:54:55Z,Nintendo Switch LITE - pros y contras,31667,1581,"['nintendo switch lite', 'nintendo switch', 'nintendo switch lite pros y contras', 'nintendo switch lite vale la pena', 'nintendo switch lite español', 'nintendo', 'tecnología', 'soriano tech', 'nintendo switch vs nintendo switch lite', 'nintendo switch lite colores', 'nintendo switch lite amarilla', 'nintendo switch lite diferencias', 'nintendo switch lite Amazon', 'nintendo switch lite nueva', 'nintendo switch oled', 'nintendo switch lite o normal']"
